timestamp,day_of_week,day_hour,dew_temperature_ma_24H,dew_temperature,air_temperature_ma_24H,air_temperature,meter_reading
2016-01-01 23:00:00,4,23,-0.65,-3.9,6.6791666666666645,5.0,316.17
2016-01-02 00:00:00,5,0,-0.9249999999999999,-4.4,6.445833333333332,4.4,297.51
2016-01-02 01:00:00,5,1,-1.25,-5.0,6.216666666666665,3.9,294.78
2016-01-02 02:00:00,5,2,-1.5750000000000002,-5.6,6.008333333333332,3.9,296.94
2016-01-02 03:00:00,5,3,-1.854166666666667,-5.6,5.820833333333332,3.3,294.63
2016-01-02 04:00:00,5,4,-2.1125000000000003,-5.6,5.633333333333332,3.3,309.42
2016-01-02 05:00:00,5,5,-2.3458333333333337,-5.6,5.449999999999999,2.8,312.72
2016-01-02 06:00:00,5,6,-2.579166666666667,-5.6,5.262499999999998,2.2,380.97
2016-01-02 07:00:00,5,7,-2.8125000000000004,-5.6,5.120833333333333,2.2,373.38
2016-01-02 08:00:00,5,8,-3.020833333333334,-5.0,4.933333333333333,1.1,393.03
2016-01-02 09:00:00,5,9,-3.183333333333334,-5.0,4.724999999999999,0.6,397.05
2016-01-02 10:00:00,5,10,-3.3208333333333346,-4.4,4.516666666666666,0.6,358.56
2016-01-02 11:00:00,5,11,-3.4583333333333344,-5.0,4.308333333333333,0.6,328.59
2016-01-02 12:00:00,5,12,-3.575000000000001,-5.0,4.124999999999999,0.6,369.36
2016-01-02 13:00:00,5,13,-3.712500000000001,-5.0,3.9624999999999986,1.1,374.13
2016-01-02 14:00:00,5,14,-3.825000000000001,-4.4,3.8916666666666653,3.3,345.69
2016-01-02 15:00:00,5,15,-3.916666666666668,-3.3,3.8416666666666655,4.4,294.48
2016-01-02 16:00:00,5,16,-4.079166666666668,-5.0,3.816666666666665,6.1,343.08
2016-01-02 17:00:00,5,17,-4.216666666666669,-4.4,3.816666666666665,7.2,350.37
2016-01-02 18:00:00,5,18,-4.375000000000003,-4.4,3.816666666666665,7.8,331.68
2016-01-02 19:00:00,5,19,-4.512500000000003,-4.4,3.887499999999999,8.9,323.82
2016-01-02 20:00:00,5,20,-4.650000000000003,-4.4,3.958333333333332,8.9,325.05
2016-01-02 21:00:00,5,21,-4.720833333333337,-3.9,4.049999999999999,8.9,331.2
2016-01-02 22:00:00,5,22,-4.787500000000004,-4.4,4.120833333333333,7.8,326.07
2016-01-02 23:00:00,5,23,-4.762500000000004,-3.3,4.1916666666666655,6.7,284.58
2016-01-03 00:00:00,6,0,-4.7166666666666694,-3.3,4.262499999999998,6.1,295.32
2016-01-03 01:00:00,6,1,-4.670833333333337,-3.9,4.354166666666665,6.1,299.25
2016-01-03 02:00:00,6,2,-4.575000000000004,-3.3,4.424999999999998,5.6,290.43
2016-01-03 03:00:00,6,3,-4.433333333333337,-2.2,4.495833333333331,5.0,296.43
2016-01-03 04:00:00,6,4,-4.2708333333333375,-1.7,4.541666666666665,4.4,298.74
2016-01-03 05:00:00,6,5,-4.037500000000004,0.0,4.562499999999998,3.3,299.22
2016-01-03 06:00:00,6,6,-3.829166666666671,-0.6,4.587499999999998,2.8,373.2
2016-01-03 07:00:00,6,7,-3.6666666666666714,-1.7,4.587499999999998,2.2,371.49
2016-01-03 08:00:00,6,8,-3.5291666666666717,-1.7,4.587499999999998,1.1,364.14
2016-01-03 09:00:00,6,9,-3.412500000000005,-2.2,4.562499999999998,0.0,357.69
2016-01-03 10:00:00,6,10,-3.2750000000000044,-1.1,4.583333333333331,1.1,316.08
2016-01-03 11:00:00,6,11,-3.1833333333333376,-2.8,4.558333333333332,0.0,313.56
2016-01-03 12:00:00,6,12,-3.0666666666666713,-2.2,4.579166666666665,1.1,332.04
2016-01-03 13:00:00,6,13,-2.9958333333333376,-3.3,4.533333333333332,0.0,339.06
2016-01-03 14:00:00,6,14,-2.8583333333333374,-1.1,4.466666666666666,1.7,311.82
2016-01-03 15:00:00,6,15,-2.812500000000004,-2.2,4.445833333333332,3.9,267.18
2016-01-03 16:00:00,6,16,-2.6291666666666704,-0.6,4.424999999999999,5.6,289.32
2016-01-03 17:00:00,6,17,-2.470833333333337,-0.6,4.449999999999998,7.8,313.41
2016-01-03 18:00:00,6,18,-2.287500000000004,0.0,4.516666666666666,9.4,294.84
2016-01-03 19:00:00,6,19,-2.2416666666666707,-3.3,4.587499999999999,10.6,316.98
2016-01-03 20:00:00,6,20,-2.2666666666666706,-5.0,4.704166666666665,11.7,322.74
2016-01-03 21:00:00,6,21,-2.220833333333337,-2.8,4.795833333333332,11.1,330.09
2016-01-03 22:00:00,6,22,-2.220833333333337,-4.4,4.862499999999998,9.4,316.95
2016-01-03 23:00:00,6,23,-2.220833333333337,-3.3,4.9291666666666645,8.3,296.94
2016-01-04 00:00:00,0,0,-2.2458333333333376,-3.9,4.883333333333332,5.0,301.26
2016-01-04 01:00:00,0,1,-2.2458333333333376,-3.9,4.791666666666665,3.9,299.13
2016-01-04 02:00:00,0,2,-2.291666666666671,-4.4,4.695833333333332,3.3,298.92
2016-01-04 03:00:00,0,3,-2.3833333333333373,-4.4,4.604166666666665,2.8,297.51
2016-01-04 04:00:00,0,4,-2.495833333333337,-4.4,4.537499999999999,2.8,296.94
2016-01-04 05:00:00,0,5,-2.6791666666666707,-4.4,4.491666666666665,2.2,298.62
2016-01-04 06:00:00,0,6,-2.8375000000000044,-4.4,4.445833333333332,1.7,400.95
2016-01-04 07:00:00,0,7,-2.9500000000000046,-4.4,4.424999999999999,1.7,590.88
2016-01-04 08:00:00,0,8,-3.0875000000000044,-5.0,4.470833333333332,2.2,614.31
2016-01-04 09:00:00,0,9,-3.179166666666671,-4.4,4.516666666666666,1.1,564.12
2016-01-04 10:00:00,0,10,-3.3166666666666718,-4.4,4.541666666666666,1.7,517.77
2016-01-04 11:00:00,0,11,-3.4333333333333385,-5.6,4.5874999999999995,1.1,461.55
2016-01-04 12:00:00,0,12,-3.5750000000000046,-5.6,4.5874999999999995,1.1,362.31
2016-01-04 13:00:00,0,13,-3.7166666666666717,-6.7,4.658333333333332,1.7,344.1
2016-01-04 14:00:00,0,14,-4.112500000000005,-10.6,4.612499999999999,0.6,370.98
2016-01-04 15:00:00,0,15,-4.437500000000004,-10.0,4.495833333333332,1.1,439.29
2016-01-04 16:00:00,0,16,-4.804166666666672,-9.4,4.354166666666665,2.2,500.52
2016-01-04 17:00:00,0,17,-5.170833333333339,-9.4,4.145833333333332,2.8,501.75
2016-01-04 18:00:00,0,18,-5.679166666666672,-12.2,3.845833333333332,2.2,510.54
2016-01-04 19:00:00,0,19,-6.050000000000004,-12.2,3.5416666666666656,3.3,510.75
2016-01-04 20:00:00,0,20,-6.350000000000004,-12.2,3.170833333333332,2.8,496.44
2016-01-04 21:00:00,0,21,-6.787500000000004,-13.3,2.754166666666665,1.1,514.89
2016-01-04 22:00:00,0,22,-7.183333333333337,-13.9,2.3624999999999985,0.0,475.29
2016-01-04 23:00:00,0,23,-7.670833333333337,-15.0,1.9916666666666654,-0.6,332.37
2016-01-05 00:00:00,1,0,-8.133333333333336,-15.0,1.7374999999999987,-1.1,308.97
2016-01-05 01:00:00,1,1,-8.595833333333337,-15.0,1.4833333333333318,-2.2,308.61
2016-01-05 02:00:00,1,2,-9.012500000000003,-14.4,1.2291666666666654,-2.8,425.1
2016-01-05 03:00:00,1,3,-9.47916666666667,-15.6,0.9749999999999986,-3.3,428.76
2016-01-05 04:00:00,1,4,-9.945833333333335,-15.6,0.6749999999999985,-4.4,421.41
2016-01-05 05:00:00,1,5,-10.458333333333334,-16.7,0.3499999999999985,-5.6,433.83
2016-01-05 06:00:00,1,6,-10.991666666666669,-17.2,-1.5450603759366761e-15,-6.7,467.22
2016-01-05 07:00:00,1,7,-11.525000000000004,-17.2,-0.3708333333333349,-7.2,649.35
2016-01-05 08:00:00,1,8,-12.058333333333337,-17.8,-0.8083333333333349,-8.3,684.6
2016-01-05 09:00:00,1,9,-12.59166666666667,-17.2,-1.2000000000000017,-8.3,645.54
2016-01-05 10:00:00,1,10,-13.125000000000005,-17.2,-1.6416666666666684,-8.9,593.22
2016-01-05 11:00:00,1,11,-13.587500000000004,-16.7,-2.058333333333335,-8.9,522.63
2016-01-05 12:00:00,1,12,-14.050000000000002,-16.7,-2.475000000000002,-8.9,443.25
2016-01-05 13:00:00,1,13,-14.44166666666667,-16.1,-2.891666666666669,-8.3,447.27
2016-01-05 14:00:00,1,14,-14.670833333333336,-16.1,-3.2166666666666686,-7.2,455.25
2016-01-05 15:00:00,1,15,-14.925000000000004,-16.1,-3.495833333333335,-5.6,509.4
2016-01-05 16:00:00,1,16,-15.204166666666673,-16.1,-3.7500000000000018,-3.9,557.61
2016-01-05 17:00:00,1,17,-15.462500000000007,-15.6,-3.9583333333333353,-2.2,552.18
2016-01-05 18:00:00,1,18,-15.625000000000009,-16.1,-4.095833333333335,-1.1,555.12
2016-01-05 19:00:00,1,19,-15.766666666666678,-15.6,-4.208333333333335,0.6,562.26
2016-01-05 20:00:00,1,20,-15.908333333333346,-15.6,-4.300000000000002,0.6,495.42
2016-01-05 21:00:00,1,21,-16.025000000000013,-16.1,-4.3208333333333355,0.6,474.27
2016-01-05 22:00:00,1,22,-16.11666666666668,-16.1,-4.3208333333333355,0.0,471.54
2016-01-05 23:00:00,1,23,-16.11666666666668,-15.0,-4.3208333333333355,-0.6,299.07
2016-01-06 00:00:00,2,0,-16.09166666666668,-14.4,-4.3208333333333355,-1.1,276.81
2016-01-06 01:00:00,2,1,-16.06666666666668,-14.4,-4.3208333333333355,-2.2,273.54
2016-01-06 02:00:00,2,2,-16.06666666666668,-14.4,-4.295833333333335,-2.2,273.03
2016-01-06 03:00:00,2,3,-15.970833333333346,-13.3,-4.250000000000003,-2.2,272.73
2016-01-06 04:00:00,2,4,-15.829166666666678,-12.2,-4.183333333333335,-2.8,281.94
2016-01-06 05:00:00,2,5,-15.595833333333346,-11.1,-4.066666666666669,-2.8,287.19
2016-01-06 06:00:00,2,6,-15.295833333333347,-10.0,-3.9708333333333354,-4.4,385.92
2016-01-06 07:00:00,2,7,-15.020833333333348,-10.6,-3.9041666666666686,-5.6,604.11
2016-01-06 08:00:00,2,8,-14.720833333333347,-10.6,-3.7916666666666683,-5.6,683.43
2016-01-06 09:00:00,2,9,-14.420833333333348,-10.0,-3.6791666666666685,-5.6,598.29
2016-01-06 10:00:00,2,10,-14.166666666666684,-11.1,-3.541666666666668,-5.6,516.15
2016-01-06 11:00:00,2,11,-13.887500000000017,-10.0,-3.4250000000000007,-6.1,450.99
2016-01-06 12:00:00,2,12,-13.633333333333352,-10.6,-3.2875,-5.6,389.61
2016-01-06 13:00:00,2,13,-13.33333333333335,-8.9,-3.1500000000000004,-5.0,358.8
2016-01-06 14:00:00,2,14,-12.987500000000017,-7.8,-2.9875000000000003,-3.3,381.12
2016-01-06 15:00:00,2,15,-12.662500000000016,-8.3,-2.8458333333333337,-2.2,432.51
2016-01-06 16:00:00,2,16,-12.43333333333335,-10.6,-2.6833333333333336,0.0,483.39
2016-01-06 17:00:00,2,17,-12.337500000000015,-13.3,-2.5458333333333334,1.1,475.68
2016-01-06 18:00:00,2,18,-12.316666666666682,-15.6,-2.3833333333333333,2.8,496.35
2016-01-06 19:00:00,2,19,-12.220833333333347,-13.3,-2.2708333333333335,3.3,492.54
2016-01-06 20:00:00,2,20,-12.012500000000015,-10.6,-2.1125000000000003,4.4,441.66
2016-01-06 21:00:00,2,21,-11.804166666666681,-11.1,-1.9541666666666673,4.4,442.14
2016-01-06 22:00:00,2,22,-11.64166666666668,-12.2,-1.8166666666666673,3.3,409.95
2016-01-06 23:00:00,2,23,-11.387500000000012,-8.9,-1.6541666666666675,3.3,281.94
2016-01-07 00:00:00,3,0,-11.066666666666679,-6.7,-1.5375000000000005,1.7,247.74
2016-01-07 01:00:00,3,1,-10.745833333333346,-6.7,-1.354166666666667,2.2,249.96
2016-01-07 02:00:00,3,2,-10.445833333333345,-7.2,-1.1708333333333336,2.2,260.31
2016-01-07 03:00:00,3,3,-10.100000000000012,-5.0,-0.9875000000000004,2.2,259.08
2016-01-07 04:00:00,3,4,-9.825000000000012,-5.6,-0.754166666666667,2.8,258.51
2016-01-07 05:00:00,3,5,-9.570833333333345,-5.0,-0.5458333333333337,2.2,263.58
2016-01-07 06:00:00,3,6,-9.29166666666668,-3.3,-0.291666666666667,1.7,286.95
2016-01-07 07:00:00,3,7,-8.966666666666681,-2.8,-0.0125000000000004,1.1,526.89
2016-01-07 08:00:00,3,8,-8.641666666666682,-2.8,0.29166666666666624,1.7,608.79
2016-01-07 09:00:00,3,9,-8.31666666666668,-2.2,0.5958333333333329,1.7,570.27
2016-01-07 10:00:00,3,10,-7.945833333333347,-2.2,0.9208333333333328,2.2,544.35
2016-01-07 11:00:00,3,11,-7.620833333333347,-2.2,1.291666666666666,2.8,556.95
2016-01-07 12:00:00,3,12,-7.250000000000013,-1.7,1.641666666666666,2.8,498.3
2016-01-07 13:00:00,3,13,-6.950000000000013,-1.7,1.966666666666666,2.8,488.91
2016-01-07 14:00:00,3,14,-6.650000000000012,-0.6,2.2666666666666657,3.9,461.97
2016-01-07 15:00:00,3,15,-6.258333333333344,1.1,2.4958333333333322,3.3,466.62
2016-01-07 16:00:00,3,16,-5.7708333333333455,1.1,2.6583333333333323,3.9,473.34
2016-01-07 17:00:00,3,17,-5.1458333333333455,1.7,2.7958333333333325,4.4,489.33
2016-01-07 18:00:00,3,18,-4.404166666666679,2.2,2.8874999999999993,5.0,476.43
