timestamp,day_of_week,day_hour,dew_temperature_ma_24H,air_temperature,wind_speed_ma_24H,precip_depth_1_hr_ma_24H,sea_level_pressure_shift_10H,meter_reading,meter_reading_trend,meter_reading_seasonal,meter_reading_deseasoned
2016-01-02 00:00:00,5,0,-10.120833333333335,-3.3,4.737500000000001,-0.20833333333333334,1019.4,73.866,82.076,-26.75941485683028,100.62541485683028
2016-01-02 01:00:00,5,1,-9.97916666666667,-3.9,4.779166666666668,-0.16666666666666666,1018.9,69.788,82.06939583333333,-32.46922193445584,102.25722193445583
2016-01-02 02:00:00,5,2,-9.887500000000003,-5.0,4.862500000000001,-0.125,1017.9,68.563,82.1323125,-35.705571991533496,104.26857199153349
2016-01-02 03:00:00,5,3,-9.81666666666667,-5.6,4.883333333333334,-0.08333333333333333,1017.4,69.133,81.99685416666665,-36.882202242675035,106.01520224267503
2016-01-02 04:00:00,5,4,-9.766666666666671,-6.1,4.862500000000001,-0.08333333333333333,1017.1,69.085,81.5525625,-37.36279944587138,106.44779944587137
2016-01-02 05:00:00,5,5,-9.74166666666667,-7.2,4.758333333333334,-0.08333333333333333,1016.0,69.899,81.08439583333333,-37.218581295186475,107.11758129518648
2016-01-02 06:00:00,5,6,-9.71666666666667,-7.2,4.583333333333334,-0.08333333333333333,1015.8,70.633,80.64747916666666,-36.68510452578007,107.31810452578006
2016-01-02 07:00:00,5,7,-9.74166666666667,-7.8,4.500000000000001,-0.041666666666666664,1016.4,71.376,80.19743749999999,-24.02396291619102,95.39996291619103
2016-01-02 08:00:00,5,8,-9.812500000000004,-8.9,4.500000000000001,-0.041666666666666664,1017.7,71.116,79.69987499999999,-12.025642824866832,83.14164282486684
2016-01-02 09:00:00,5,9,-9.883333333333336,-8.9,4.458333333333334,0.0,1018.3,83.29899999999998,79.16027083333333,7.716234344082961,75.58276565591702
2016-01-02 10:00:00,5,10,-9.858333333333336,-9.4,4.266666666666667,0.0,1019.2,87.574,78.64327083333332,21.454845930840943,66.11915406915905
2016-01-02 11:00:00,5,11,-9.858333333333336,-9.4,4.245833333333334,0.0,1019.9,87.79299999999998,78.15574999999998,27.45315751759892,60.33984248240105
2016-01-02 12:00:00,5,12,-9.837500000000004,-10.0,4.1625000000000005,0.0,1020.4,88.495,77.8655,30.64066625047567,57.85433374952433
2016-01-02 13:00:00,5,13,-9.837500000000004,-8.9,4.183333333333334,0.0,1020.4,88.6,77.84199999999998,33.327575268740496,55.2724247312595
2016-01-02 14:00:00,5,14,-9.812500000000004,-8.9,4.204166666666667,0.0,1020.9,91.385,77.88745833333333,35.345584572393435,56.03941542760657
2016-01-02 15:00:00,5,15,-9.812500000000004,-8.3,4.204166666666667,0.0,1020.9,81.161,77.923875,35.34154855641171,45.81945144358829
2016-01-02 16:00:00,5,16,-9.833333333333337,-6.7,4.116666666666666,0.0,1020.9,77.65100000000002,77.97483333333332,34.96419907011033,42.68680092988969
2016-01-02 17:00:00,5,17,-9.858333333333336,-5.6,4.029166666666666,0.0,1020.9,79.46,78.03872916666666,31.767004035863792,47.6929959641362
2016-01-02 18:00:00,5,18,-9.87916666666667,-2.8,4.008333333333333,0.0,1020.4,80.783,78.0503125,22.009772243626347,58.77322775637366
2016-01-02 19:00:00,5,19,-9.90416666666667,-1.7,4.05,0.0,1020.7,79.059,78.03343749999999,14.119730634037287,64.93926936596272
2016-01-02 20:00:00,5,20,-9.925000000000002,-1.1,3.941666666666666,0.0,1020.4,79.615,78.01566666666666,6.94478993769026,72.67021006230974
2016-01-02 21:00:00,5,21,-9.945833333333336,-0.6,3.895833333333332,0.0,1019.5,77.439,77.76741666666666,1.921858259608065,75.51714174039193
2016-01-02 22:00:00,5,22,-9.945833333333336,-0.6,3.7874999999999983,0.0,1019.5,77.024,77.2433125,-4.033988144501523,81.05798814450152
2016-01-02 23:00:00,5,23,-9.945833333333336,-2.2,3.8541666666666656,0.0,1018.4,76.949,76.67397916666667,-19.84047644358828,96.78947644358828
2016-01-03 00:00:00,6,0,-9.945833333333336,-2.8,3.8749999999999987,0.0,1017.8,71.918,76.10479166666667,-26.75941485683028,98.67741485683028
2016-01-03 01:00:00,6,1,-9.970833333333337,-3.3,3.8541666666666656,0.0,1017.9,70.608,75.53591666666667,-32.46922193445584,103.07722193445585
2016-01-03 02:00:00,6,2,-9.970833333333337,-4.4,3.833333333333332,0.0,1017.2,69.925,74.94622916666665,-35.705571991533496,105.63057199153349
2016-01-03 03:00:00,6,3,-9.925000000000002,-3.3,3.941666666666666,0.0,1016.7,69.51899999999999,74.52949999999998,-36.882202242675035,106.40120224267503
2016-01-03 04:00:00,6,4,-9.87916666666667,-3.9,4.091666666666666,0.0,1015.5,71.145,74.36083333333333,-37.36279944587138,108.50779944587137
2016-01-03 05:00:00,6,5,-9.808333333333337,-4.4,4.2625,0.0,1015.1,70.906,74.23249999999999,-37.218581295186475,108.12458129518649
2016-01-03 06:00:00,6,6,-9.71666666666667,-3.9,4.458333333333333,0.0,1014.7,70.182,74.10014583333333,-36.68510452578007,106.86710452578006
2016-01-03 07:00:00,6,7,-9.575000000000005,-3.3,4.691666666666667,0.0,1014.5,71.017,74.03939583333333,-24.02396291619102,95.04096291619102
2016-01-03 08:00:00,6,8,-9.412500000000003,-2.8,4.841666666666668,0.0,1015.2,70.622,73.99889583333334,-12.025642824866832,82.64764282486684
2016-01-03 09:00:00,6,9,-9.22916666666667,-2.8,4.945833333333334,0.0,1015.7,71.877,73.94697916666667,7.716234344082961,64.16076565591703
2016-01-03 10:00:00,6,10,-9.045833333333336,-2.8,5.137500000000001,0.0,1016.2,73.839,73.94647916666665,21.454845930840943,52.38415406915905
2016-01-03 11:00:00,6,11,-8.837500000000004,-3.3,5.266666666666668,0.0,1016.4,74.2,73.96795833333333,27.45315751759892,46.74684248240108
2016-01-03 12:00:00,6,12,-8.650000000000004,-2.8,5.350000000000001,0.0,1017.5,74.767,73.99416666666667,30.64066625047567,44.12633374952432
2016-01-03 13:00:00,6,13,-8.44166666666667,-2.8,5.416666666666668,0.0,1017.9,75.02199999999998,74.01849999999999,33.327575268740496,41.69442473125948
2016-01-03 14:00:00,6,14,-8.27916666666667,-2.8,5.500000000000001,0.0,1018.7,76.658,74.042125,35.345584572393435,41.31241542760657
2016-01-03 15:00:00,6,15,-8.095833333333337,-2.8,5.500000000000001,0.0,1019.4,75.885,74.07075,35.34154855641171,40.543451443588296
2016-01-03 16:00:00,6,16,-7.958333333333337,-2.8,5.608333333333334,0.0,1019.9,74.831,74.07547916666667,34.96419907011033,39.86680092988967
2016-01-03 17:00:00,6,17,-7.81666666666667,-2.2,5.695833333333334,0.0,1020.1,76.12,74.07804166666666,31.767004035863792,44.35299596413621
2016-01-03 18:00:00,6,18,-7.7500000000000036,-2.2,5.695833333333334,0.0,1020.9,77.77,74.11556250000001,22.009772243626347,55.76022775637365
2016-01-03 19:00:00,6,19,-7.70416666666667,-2.2,5.566666666666667,0.0,1022.0,79.156,74.59089583333332,14.119730634037287,65.03626936596272
2016-01-03 20:00:00,6,20,-7.683333333333337,-2.8,5.525000000000001,0.0,1022.7,77.574,75.73797916666666,6.94478993769026,70.62921006230974
2016-01-03 21:00:00,6,21,-7.662500000000004,-2.8,5.483333333333334,0.0,1023.2,76.988,77.41252083333333,1.921858259608065,75.06614174039194
2016-01-03 22:00:00,6,22,-7.61666666666667,-2.2,5.441666666666667,0.0,1023.9,77.45100000000002,79.51460416666666,-4.033988144501523,81.48498814450154
2016-01-03 23:00:00,6,23,-7.595833333333336,-2.8,5.312500000000001,0.0,1024.8,77.553,81.798375,-19.84047644358828,97.39347644358827
2016-01-04 00:00:00,0,0,-7.575000000000003,-2.8,5.229166666666668,0.0,1025.5,72.572,84.24164583333332,-26.75941485683028,99.33141485683028
2016-01-04 01:00:00,0,1,-7.5291666666666694,-3.9,5.208333333333335,0.0,1026.4,71.122,86.87552083333333,-32.46922193445584,103.59122193445583
2016-01-04 02:00:00,0,2,-7.483333333333337,-5.0,5.166666666666668,0.0,1027.2,70.545,89.47074999999998,-35.705571991533496,106.25057199153349
2016-01-04 03:00:00,0,3,-7.462500000000003,-5.0,5.0583333333333345,0.0,1027.8,70.273,92.00891666666666,-36.882202242675035,107.15520224267503
2016-01-04 04:00:00,0,4,-7.487500000000003,-6.1,4.929166666666667,0.0,1027.4,70.618,94.58795833333332,-37.36279944587138,107.98079944587138
2016-01-04 05:00:00,0,5,-7.512500000000003,-6.1,4.8,0.0,1027.1,71.556,97.0741875,-37.218581295186475,108.77458129518647
2016-01-04 06:00:00,0,6,-7.579166666666669,-6.7,4.7124999999999995,0.0,1027.3,71.333,99.02441666666667,-36.68510452578007,108.01810452578007
2016-01-04 07:00:00,0,7,-7.670833333333337,-7.2,4.541666666666666,0.0,1027.5,92.682,100.4665,-24.02396291619102,116.70596291619103
2016-01-04 08:00:00,0,8,-7.787500000000004,-7.8,4.370833333333333,0.0,1027.8,104.017,101.80160416666666,-12.025642824866832,116.04264282486683
2016-01-04 10:00:00,0,10,-8.087500000000004,-8.9,3.9666666666666655,0.0,1028.5,127.756,103.98352083333333,21.454845930840943,106.30115406915905
2016-01-04 11:00:00,0,11,-8.295833333333338,-10.0,3.795833333333332,0.0,1028.8,129.904,104.69464583333333,27.45315751759892,102.45084248240107
2016-01-04 12:00:00,0,12,-8.529166666666672,-11.1,3.583333333333332,0.0,1029.2,136.34,105.17360416666665,30.64066625047567,105.69933374952433
2016-01-04 13:00:00,0,13,-8.78333333333334,-11.1,3.408333333333332,0.0,1029.4,139.875,105.60152083333332,33.327575268740496,106.5474247312595
2016-01-04 14:00:00,0,14,-9.037500000000007,-11.7,3.2791666666666655,0.0,1029.7,136.376,105.94454166666665,35.345584572393435,101.03041542760657
2016-01-04 15:00:00,0,15,-9.337500000000007,-12.2,3.129166666666666,0.0,1030.1,137.999,106.25777083333332,35.34154855641171,102.65745144358829
2016-01-04 16:00:00,0,16,-9.500000000000007,-10.6,2.9374999999999987,0.0,1030.4,136.511,106.56989583333332,34.96419907011033,101.54680092988966
2016-01-04 17:00:00,0,17,-9.662500000000007,-8.9,2.7416666666666654,0.0,1030.7,133.779,106.8770625,31.767004035863792,102.0119959641362
2016-01-04 18:00:00,0,18,-9.729166666666673,-6.7,2.6374999999999984,0.0,1031.3,113.722,107.1858333333333,22.009772243626347,91.71222775637365
2016-01-04 19:00:00,0,19,-9.775000000000007,-5.0,2.595833333333332,0.0,1031.9,112.424,107.51089583333331,14.119730634037287,98.30426936596272
2016-01-04 20:00:00,0,20,-9.79583333333334,-3.3,2.5749999999999984,0.0,1032.3,108.391,107.90141666666665,6.94478993769026,101.44621006230975
2016-01-04 21:00:00,0,21,-9.841666666666674,-3.9,2.6374999999999984,0.0,1032.7,102.686,108.34864583333331,1.921858259608065,100.76414174039195
2016-01-04 22:00:00,0,22,-9.912500000000007,-5.0,2.6791666666666654,0.0,1032.9,99.97,108.75291666666666,-4.033988144501523,104.00398814450152
2016-01-04 23:00:00,0,23,-10.004166666666674,-6.7,2.720833333333332,0.0,1033.1,89.16799999999998,109.17152083333332,-19.84047644358828,109.00847644358825
2016-01-05 00:00:00,1,0,-10.07083333333334,-7.2,2.7416666666666654,0.0,1033.6,83.947,109.57764583333332,-26.75941485683028,110.70641485683028
