timestamp,day_of_week,day_hour,dew_temperature_ma_24H,air_temperature,wind_speed_ma_24H,precip_depth_1_hr_ma_24H,sea_level_pressure_shift_10H,meter_reading
2016-01-02 00:00:00,5,0,-10.120833333333335,-3.3,4.737500000000001,-0.20833333333333334,1019.4,73.866
2016-01-02 01:00:00,5,1,-9.97916666666667,-3.9,4.779166666666668,-0.16666666666666666,1018.9,69.788
2016-01-02 02:00:00,5,2,-9.887500000000003,-5.0,4.862500000000001,-0.125,1017.9,68.563
2016-01-02 03:00:00,5,3,-9.81666666666667,-5.6,4.883333333333334,-0.08333333333333333,1017.4,69.133
2016-01-02 04:00:00,5,4,-9.766666666666671,-6.1,4.862500000000001,-0.08333333333333333,1017.1,69.085
2016-01-02 05:00:00,5,5,-9.74166666666667,-7.2,4.758333333333334,-0.08333333333333333,1016.0,69.899
2016-01-02 06:00:00,5,6,-9.71666666666667,-7.2,4.583333333333334,-0.08333333333333333,1015.8,70.633
2016-01-02 07:00:00,5,7,-9.74166666666667,-7.8,4.500000000000001,-0.041666666666666664,1016.4,71.376
2016-01-02 08:00:00,5,8,-9.812500000000004,-8.9,4.500000000000001,-0.041666666666666664,1017.7,71.116
2016-01-02 09:00:00,5,9,-9.883333333333336,-8.9,4.458333333333334,0.0,1018.3,83.29899999999998
2016-01-02 10:00:00,5,10,-9.858333333333336,-9.4,4.266666666666667,0.0,1019.2,87.574
2016-01-02 11:00:00,5,11,-9.858333333333336,-9.4,4.245833333333334,0.0,1019.9,87.79299999999998
2016-01-02 12:00:00,5,12,-9.837500000000004,-10.0,4.1625000000000005,0.0,1020.4,88.495
2016-01-02 13:00:00,5,13,-9.837500000000004,-8.9,4.183333333333334,0.0,1020.4,88.6
2016-01-02 14:00:00,5,14,-9.812500000000004,-8.9,4.204166666666667,0.0,1020.9,91.385
2016-01-02 15:00:00,5,15,-9.812500000000004,-8.3,4.204166666666667,0.0,1020.9,81.161
2016-01-02 16:00:00,5,16,-9.833333333333337,-6.7,4.116666666666666,0.0,1020.9,77.65100000000002
2016-01-02 17:00:00,5,17,-9.858333333333336,-5.6,4.029166666666666,0.0,1020.9,79.46
2016-01-02 18:00:00,5,18,-9.87916666666667,-2.8,4.008333333333333,0.0,1020.4,80.783
2016-01-02 19:00:00,5,19,-9.90416666666667,-1.7,4.05,0.0,1020.7,79.059
2016-01-02 20:00:00,5,20,-9.925000000000002,-1.1,3.941666666666666,0.0,1020.4,79.615
2016-01-02 21:00:00,5,21,-9.945833333333336,-0.6,3.895833333333332,0.0,1019.5,77.439
2016-01-02 22:00:00,5,22,-9.945833333333336,-0.6,3.7874999999999983,0.0,1019.5,77.024
2016-01-02 23:00:00,5,23,-9.945833333333336,-2.2,3.8541666666666656,0.0,1018.4,76.949
2016-01-03 00:00:00,6,0,-9.945833333333336,-2.8,3.8749999999999987,0.0,1017.8,71.918
2016-01-03 01:00:00,6,1,-9.970833333333337,-3.3,3.8541666666666656,0.0,1017.9,70.608
2016-01-03 02:00:00,6,2,-9.970833333333337,-4.4,3.833333333333332,0.0,1017.2,69.925
2016-01-03 03:00:00,6,3,-9.925000000000002,-3.3,3.941666666666666,0.0,1016.7,69.51899999999999
2016-01-03 04:00:00,6,4,-9.87916666666667,-3.9,4.091666666666666,0.0,1015.5,71.145
2016-01-03 05:00:00,6,5,-9.808333333333337,-4.4,4.2625,0.0,1015.1,70.906
2016-01-03 06:00:00,6,6,-9.71666666666667,-3.9,4.458333333333333,0.0,1014.7,70.182
2016-01-03 07:00:00,6,7,-9.575000000000005,-3.3,4.691666666666667,0.0,1014.5,71.017
2016-01-03 08:00:00,6,8,-9.412500000000003,-2.8,4.841666666666668,0.0,1015.2,70.622
2016-01-03 09:00:00,6,9,-9.22916666666667,-2.8,4.945833333333334,0.0,1015.7,71.877
2016-01-03 10:00:00,6,10,-9.045833333333336,-2.8,5.137500000000001,0.0,1016.2,73.839
2016-01-03 11:00:00,6,11,-8.837500000000004,-3.3,5.266666666666668,0.0,1016.4,74.2
2016-01-03 12:00:00,6,12,-8.650000000000004,-2.8,5.350000000000001,0.0,1017.5,74.767
2016-01-03 13:00:00,6,13,-8.44166666666667,-2.8,5.416666666666668,0.0,1017.9,75.02199999999998
2016-01-03 14:00:00,6,14,-8.27916666666667,-2.8,5.500000000000001,0.0,1018.7,76.658
2016-01-03 15:00:00,6,15,-8.095833333333337,-2.8,5.500000000000001,0.0,1019.4,75.885
2016-01-03 16:00:00,6,16,-7.958333333333337,-2.8,5.608333333333334,0.0,1019.9,74.831
2016-01-03 17:00:00,6,17,-7.81666666666667,-2.2,5.695833333333334,0.0,1020.1,76.12
2016-01-03 18:00:00,6,18,-7.7500000000000036,-2.2,5.695833333333334,0.0,1020.9,77.77
2016-01-03 19:00:00,6,19,-7.70416666666667,-2.2,5.566666666666667,0.0,1022.0,79.156
2016-01-03 20:00:00,6,20,-7.683333333333337,-2.8,5.525000000000001,0.0,1022.7,77.574
2016-01-03 21:00:00,6,21,-7.662500000000004,-2.8,5.483333333333334,0.0,1023.2,76.988
2016-01-03 22:00:00,6,22,-7.61666666666667,-2.2,5.441666666666667,0.0,1023.9,77.45100000000002
2016-01-03 23:00:00,6,23,-7.595833333333336,-2.8,5.312500000000001,0.0,1024.8,77.553
2016-01-04 00:00:00,0,0,-7.575000000000003,-2.8,5.229166666666668,0.0,1025.5,72.572
2016-01-04 01:00:00,0,1,-7.5291666666666694,-3.9,5.208333333333335,0.0,1026.4,71.122
2016-01-04 02:00:00,0,2,-7.483333333333337,-5.0,5.166666666666668,0.0,1027.2,70.545
2016-01-04 03:00:00,0,3,-7.462500000000003,-5.0,5.0583333333333345,0.0,1027.8,70.273
2016-01-04 04:00:00,0,4,-7.487500000000003,-6.1,4.929166666666667,0.0,1027.4,70.618
2016-01-04 05:00:00,0,5,-7.512500000000003,-6.1,4.8,0.0,1027.1,71.556
2016-01-04 06:00:00,0,6,-7.579166666666669,-6.7,4.7124999999999995,0.0,1027.3,71.333
2016-01-04 07:00:00,0,7,-7.670833333333337,-7.2,4.541666666666666,0.0,1027.5,92.682
2016-01-04 08:00:00,0,8,-7.787500000000004,-7.8,4.370833333333333,0.0,1027.8,104.017
2016-01-04 10:00:00,0,10,-8.087500000000004,-8.9,3.9666666666666655,0.0,1028.5,127.756
2016-01-04 11:00:00,0,11,-8.295833333333338,-10.0,3.795833333333332,0.0,1028.8,129.904
2016-01-04 12:00:00,0,12,-8.529166666666672,-11.1,3.583333333333332,0.0,1029.2,136.34
2016-01-04 13:00:00,0,13,-8.78333333333334,-11.1,3.408333333333332,0.0,1029.4,139.875
2016-01-04 14:00:00,0,14,-9.037500000000007,-11.7,3.2791666666666655,0.0,1029.7,136.376
2016-01-04 15:00:00,0,15,-9.337500000000007,-12.2,3.129166666666666,0.0,1030.1,137.999
2016-01-04 16:00:00,0,16,-9.500000000000007,-10.6,2.9374999999999987,0.0,1030.4,136.511
