timestamp,day_of_week,day_hour,dew_temperature_ma_24H,air_temperature,wind_speed_ma_24H,precip_depth_1_hr_ma_24H,sea_level_pressure_shift_10H,meter_reading,meter_reading_trend,meter_reading_seasonal,meter_reading_deseasoned,meter_reading_resid
2016-01-02 00:00:00,5,0,-10.120833333333335,-3.3,4.737500000000001,-0.20833333333333334,1019.4,73.866,82.076,0.7685098563993858,96.11587852116327,1.171059487805976
2016-01-02 01:00:00,5,1,-9.97916666666667,-3.9,4.779166666666668,-0.16666666666666666,1018.9,69.788,82.06939583333333,0.7203065458363646,96.88652755330376,1.1805439356475962
2016-01-02 02:00:00,5,2,-9.887500000000003,-5.0,4.862500000000001,-0.125,1017.9,68.563,82.1323125,0.6937363592418531,98.83149280935599,1.203320469143688
2016-01-02 03:00:00,5,3,-9.81666666666667,-5.6,4.883333333333334,-0.08333333333333333,1017.4,69.133,81.99685416666665,0.6841463106913752,101.05002237041447,1.2323646241966841
2016-01-02 04:00:00,5,4,-9.766666666666671,-6.1,4.862500000000001,-0.08333333333333333,1017.1,69.085,81.5525625,0.6810731790404988,101.43550227205758,1.2438052117866631
2016-01-02 05:00:00,5,5,-9.74166666666667,-7.2,4.758333333333334,-0.08333333333333333,1016.0,69.899,81.08439583333333,0.6833242890832112,102.29257340432123,1.261556830423707
2016-01-02 06:00:00,5,6,-9.71666666666667,-7.2,4.583333333333334,-0.08333333333333333,1015.8,70.633,80.64747916666666,0.6882404540705925,102.62837585649274,1.2725552852606863
2016-01-02 07:00:00,5,7,-9.74166666666667,-7.8,4.500000000000001,-0.041666666666666664,1016.4,71.376,80.19743749999999,0.795481473252854,89.72679113208238,1.1188236673033647
2016-01-02 08:00:00,5,8,-9.812500000000004,-8.9,4.500000000000001,-0.041666666666666664,1017.7,71.116,79.69987499999999,0.8960163949829836,79.36908342101327,0.9958495345320589
2016-01-02 09:00:00,5,9,-9.883333333333336,-8.9,4.458333333333334,0.0,1018.3,83.29899999999998,79.16027083333333,1.0686059324893737,77.95109260337959,0.9847249356624919
2016-01-02 10:00:00,5,10,-9.858333333333336,-9.4,4.266666666666667,0.0,1019.2,87.574,78.64327083333332,1.1893221254283741,73.63354143307247,0.9362980538935385
2016-01-02 11:00:00,5,11,-9.858333333333336,-9.4,4.245833333333334,0.0,1019.9,87.79299999999998,78.15574999999998,1.23658807715419,70.99615597300723,0.908393252870163
2016-01-02 12:00:00,5,12,-9.837500000000004,-10.0,4.1625000000000005,0.0,1020.4,88.495,77.8655,1.2650308442659397,69.95481604351794,0.8984057900291906
2016-01-02 13:00:00,5,13,-9.837500000000004,-8.9,4.183333333333334,0.0,1020.4,88.6,77.84199999999998,1.2894138360421985,68.71339326709412,0.8827290314623742
