building_id,timestamp,meter,meter_reading,site_id,primary_use,square_feet,year_built,floor_count
373,2016-01-01 00:00:00,0,73.65,3,Education,46484,1932.0,
373,2016-01-01 01:00:00,0,73.27,3,Education,46484,1932.0,
373,2016-01-01 02:00:00,0,73.52,3,Education,46484,1932.0,
373,2016-01-01 03:00:00,0,82.0,3,Education,46484,1932.0,
373,2016-01-01 04:00:00,0,77.72,3,Education,46484,1932.0,
373,2016-01-01 05:00:00,0,80.53,3,Education,46484,1932.0,
373,2016-01-01 06:00:00,0,88.68,3,Education,46484,1932.0,
373,2016-01-01 07:00:00,0,96.68,3,Education,46484,1932.0,
373,2016-01-01 08:00:00,0,85.98,3,Education,46484,1932.0,
373,2016-01-01 09:00:00,0,81.99,3,Education,46484,1932.0,
373,2016-01-01 10:00:00,0,81.36,3,Education,46484,1932.0,
373,2016-01-01 11:00:00,0,85.45,3,Education,46484,1932.0,
373,2016-01-01 12:00:00,0,81.02,3,Education,46484,1932.0,
373,2016-01-01 13:00:00,0,75.07,3,Education,46484,1932.0,
373,2016-01-01 14:00:00,0,76.38,3,Education,46484,1932.0,
373,2016-01-01 15:00:00,0,84.65,3,Education,46484,1932.0,
373,2016-01-01 16:00:00,0,85.22,3,Education,46484,1932.0,
373,2016-01-01 17:00:00,0,87.57,3,Education,46484,1932.0,
373,2016-01-01 18:00:00,0,91.03,3,Education,46484,1932.0,
373,2016-01-01 19:00:00,0,97.28,3,Education,46484,1932.0,
373,2016-01-01 20:00:00,0,95.8,3,Education,46484,1932.0,
373,2016-01-01 21:00:00,0,102.54,3,Education,46484,1932.0,
373,2016-01-01 22:00:00,0,102.57,3,Education,46484,1932.0,
373,2016-01-01 23:00:00,0,115.74,3,Education,46484,1932.0,
373,2016-01-02 00:00:00,0,115.6,3,Education,46484,1932.0,
373,2016-01-02 01:00:00,0,112.89,3,Education,46484,1932.0,
373,2016-01-02 02:00:00,0,110.81,3,Education,46484,1932.0,
373,2016-01-02 03:00:00,0,112.99,3,Education,46484,1932.0,
373,2016-01-02 04:00:00,0,115.04,3,Education,46484,1932.0,
373,2016-01-02 05:00:00,0,119.44,3,Education,46484,1932.0,
373,2016-01-02 06:00:00,0,130.53,3,Education,46484,1932.0,
373,2016-01-02 07:00:00,0,146.65,3,Education,46484,1932.0,
373,2016-01-02 08:00:00,0,151.22,3,Education,46484,1932.0,
373,2016-01-02 09:00:00,0,134.07,3,Education,46484,1932.0,
373,2016-01-02 10:00:00,0,121.89,3,Education,46484,1932.0,
373,2016-01-02 11:00:00,0,129.19,3,Education,46484,1932.0,
373,2016-01-02 12:00:00,0,118.77,3,Education,46484,1932.0,
373,2016-01-02 13:00:00,0,111.81,3,Education,46484,1932.0,
373,2016-01-02 14:00:00,0,97.45,3,Education,46484,1932.0,
373,2016-01-02 15:00:00,0,104.49,3,Education,46484,1932.0,
373,2016-01-02 16:00:00,0,115.43,3,Education,46484,1932.0,
373,2016-01-02 17:00:00,0,106.75,3,Education,46484,1932.0,
373,2016-01-02 18:00:00,0,108.74,3,Education,46484,1932.0,
373,2016-01-02 19:00:00,0,87.09,3,Education,46484,1932.0,
373,2016-01-02 20:00:00,0,91.68,3,Education,46484,1932.0,
373,2016-01-02 21:00:00,0,91.48,3,Education,46484,1932.0,
373,2016-01-02 22:00:00,0,91.56,3,Education,46484,1932.0,
373,2016-01-02 23:00:00,0,91.57,3,Education,46484,1932.0,
373,2016-01-03 00:00:00,0,87.09,3,Education,46484,1932.0,
373,2016-01-03 01:00:00,0,92.14,3,Education,46484,1932.0,
373,2016-01-03 02:00:00,0,102.32,3,Education,46484,1932.0,
373,2016-01-03 03:00:00,0,111.03,3,Education,46484,1932.0,
373,2016-01-03 04:00:00,0,108.5,3,Education,46484,1932.0,
373,2016-01-03 05:00:00,0,115.97,3,Education,46484,1932.0,
373,2016-01-03 06:00:00,0,112.73,3,Education,46484,1932.0,
373,2016-01-03 07:00:00,0,121.91,3,Education,46484,1932.0,
373,2016-01-03 08:00:00,0,128.91,3,Education,46484,1932.0,
373,2016-01-03 09:00:00,0,111.25,3,Education,46484,1932.0,
373,2016-01-03 10:00:00,0,116.66,3,Education,46484,1932.0,
373,2016-01-03 11:00:00,0,104.0,3,Education,46484,1932.0,
373,2016-01-03 12:00:00,0,102.71,3,Education,46484,1932.0,
373,2016-01-03 13:00:00,0,108.68,3,Education,46484,1932.0,
373,2016-01-03 14:00:00,0,94.56,3,Education,46484,1932.0,
373,2016-01-03 15:00:00,0,89.45,3,Education,46484,1932.0,
373,2016-01-03 16:00:00,0,87.6,3,Education,46484,1932.0,
373,2016-01-03 17:00:00,0,86.91,3,Education,46484,1932.0,
373,2016-01-03 18:00:00,0,91.38,3,Education,46484,1932.0,
373,2016-01-03 19:00:00,0,92.8,3,Education,46484,1932.0,
373,2016-01-03 20:00:00,0,97.12,3,Education,46484,1932.0,
373,2016-01-03 21:00:00,0,99.98,3,Education,46484,1932.0,
373,2016-01-03 22:00:00,0,100.27,3,Education,46484,1932.0,
373,2016-01-03 23:00:00,0,99.74,3,Education,46484,1932.0,
373,2016-01-04 00:00:00,0,103.48,3,Education,46484,1932.0,
373,2016-01-04 01:00:00,0,108.13,3,Education,46484,1932.0,
373,2016-01-04 02:00:00,0,109.4,3,Education,46484,1932.0,
373,2016-01-04 03:00:00,0,106.1,3,Education,46484,1932.0,
