building_id,timestamp,meter,meter_reading,site_id,primary_use,square_feet,year_built,floor_count
1176,2016-01-01 00:00:00,0,70.062,13,Education,142672,,
1176,2016-01-01 00:00:00,1,13.6612,13,Education,142672,,
1176,2016-01-01 00:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 01:00:00,0,70.062,13,Education,142672,,
1176,2016-01-01 01:00:00,1,13.6612,13,Education,142672,,
1176,2016-01-01 01:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 02:00:00,0,69.186,13,Education,142672,,
1176,2016-01-01 02:00:00,1,7.497000000000001,13,Education,142672,,
1176,2016-01-01 02:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 03:00:00,0,68.678,13,Education,142672,,
1176,2016-01-01 03:00:00,1,9.8294,13,Education,142672,,
1176,2016-01-01 03:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 04:00:00,0,69.113,13,Education,142672,,
1176,2016-01-01 04:00:00,1,9.6628,13,Education,142672,,
1176,2016-01-01 04:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 05:00:00,0,70.48100000000002,13,Education,142672,,
1176,2016-01-01 05:00:00,1,8.9964,13,Education,142672,,
1176,2016-01-01 05:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 06:00:00,0,69.53699999999999,13,Education,142672,,
1176,2016-01-01 06:00:00,1,11.662,13,Education,142672,,
1176,2016-01-01 06:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 07:00:00,0,85.574,13,Education,142672,,
1176,2016-01-01 07:00:00,1,10.3292,13,Education,142672,,
1176,2016-01-01 07:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 08:00:00,0,89.525,13,Education,142672,,
1176,2016-01-01 08:00:00,1,8.9964,13,Education,142672,,
1176,2016-01-01 08:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 09:00:00,0,88.09899999999998,13,Education,142672,,
1176,2016-01-01 09:00:00,1,11.662,13,Education,142672,,
1176,2016-01-01 09:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 10:00:00,0,88.94,13,Education,142672,,
1176,2016-01-01 10:00:00,1,10.4958,13,Education,142672,,
1176,2016-01-01 10:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 11:00:00,0,88.48299999999998,13,Education,142672,,
1176,2016-01-01 11:00:00,1,10.1626,13,Education,142672,,
1176,2016-01-01 11:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 12:00:00,0,88.729,13,Education,142672,,
1176,2016-01-01 12:00:00,1,9.163,13,Education,142672,,
1176,2016-01-01 12:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 13:00:00,0,88.68299999999998,13,Education,142672,,
1176,2016-01-01 13:00:00,1,10.1626,13,Education,142672,,
1176,2016-01-01 13:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 14:00:00,0,88.28200000000002,13,Education,142672,,
1176,2016-01-01 14:00:00,1,8.9964,13,Education,142672,,
1176,2016-01-01 14:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 15:00:00,0,90.766,13,Education,142672,,
1176,2016-01-01 15:00:00,1,10.3292,13,Education,142672,,
1176,2016-01-01 15:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 16:00:00,0,89.37200000000001,13,Education,142672,,
1176,2016-01-01 16:00:00,1,8.9964,13,Education,142672,,
1176,2016-01-01 16:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 17:00:00,0,90.211,13,Education,142672,,
1176,2016-01-01 17:00:00,1,8.9964,13,Education,142672,,
1176,2016-01-01 17:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 18:00:00,0,91.004,13,Education,142672,,
1176,2016-01-01 18:00:00,1,10.1626,13,Education,142672,,
1176,2016-01-01 18:00:00,2,0.0,13,Education,142672,,
1176,2016-01-01 19:00:00,0,90.44,13,Education,142672,,
1176,2016-01-01 19:00:00,1,10.3292,13,Education,142672,,
